event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),total_revenue_before_promo,total_revenue_after_promo,Incremental revenue,Incremental Sold Quantity Percent
f57184,STHYD-5,CAMP_SAN_01,P05,55,25% OFF,21,18,1155,990,-165,-14.28571429
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,25% OFF,383,344,111070,99760,-11310,-10.18276762
3b086a,STBLR-4,CAMP_SAN_01,P06,415,25% OFF,36,29,14940,12035,-2905,-19.44444444
0cc836,STVSK-0,CAMP_SAN_01,P05,55,25% OFF,18,14,990,770,-220,-22.22222222
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,25% OFF,25,21,1250,1050,-200,-16
3968a6,STMYS-3,CAMP_SAN_01,P05,55,25% OFF,19,16,1045,880,-165,-15.78947368
fc2170,STCBE-3,CAMP_SAN_01,P08,1190,BOGOF,40,158,47600,188020,140420,295
368ca0,STBLR-4,CAMP_SAN_01,P04,370,BOGOF,432,1736,159840,642320,482480,301.8518519
729701,STVSK-2,CAMP_SAN_01,P06,415,25% OFF,22,18,9130,7470,-1660,-18.18181818
6d863b,STCBE-1,CAMP_SAN_01,P07,300,BOGOF,40,155,12000,46500,34500,287.5
1d651c,STCHE-5,CAMP_SAN_01,P15,3000,500 Cashback,121,273,363000,819000,456000,125.6198347
a7aa70,STMDU-2,CAMP_SAN_01,P11,190,50% OFF,25,28,4750,5320,570,12
06c981,STHYD-2,CAMP_DIW_01,P14,1020,BOGOF,42,139,42840,141780,98940,230.952381
626cb9,STMLR-0,CAMP_DIW_01,P09,110,50% OFF,36,48,3960,5280,1320,33.33333333
6c1493,STVJD-1,CAMP_SAN_01,P15,3000,500 Cashback,66,144,198000,432000,234000,118.1818182
c22ead,STBLR-6,CAMP_SAN_01,P11,190,50% OFF,43,66,8170,12540,4370,53.48837209
a35a4f,STCHE-6,CAMP_DIW_01,P10,65,50% OFF,122,153,7930,9945,2015,25.40983607
4f7c26,STCBE-4,CAMP_DIW_01,P15,3000,500 Cashback,316,818,948000,2454000,1506000,158.8607595
c4dae9,STHYD-0,CAMP_DIW_01,P08,1190,BOGOF,52,180,61880,214200,152320,246.1538462
f199be,STBLR-6,CAMP_DIW_01,P06,415,25% OFF,87,78,36105,32370,-3735,-10.34482759
c1debe,STCHE-3,CAMP_DIW_01,P15,3000,500 Cashback,381,1303,1143000,3909000,2766000,241.9947507
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,BOGOF,331,903,66200,180600,114400,172.8096677
459bc3,STBLR-8,CAMP_SAN_01,P13,350,BOGOF,97,378,33950,132300,98350,289.6907216
ed90b8,STVSK-4,CAMP_SAN_01,P05,55,25% OFF,18,13,990,715,-275,-27.77777778
8fecef,STCHE-1,CAMP_DIW_01,P07,300,BOGOF,75,217,22500,65100,42600,189.3333333
dc2bb1,STMYS-3,CAMP_SAN_01,P02,860,33% OFF,400,476,344000,409360,65360,19
13a676,STCBE-4,CAMP_DIW_01,P01,172,33% OFF,203,296,34916,50912,15996,45.81280788
42fb76,STHYD-5,CAMP_DIW_01,P10,65,50% OFF,112,151,7280,9815,2535,34.82142857
f741af,STHYD-2,CAMP_SAN_01,P01,172,33% OFF,333,456,57276,78432,21156,36.93693694
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,BOGOF,36,139,42840,165410,122570,286.1111111
2ba228,STCHE-5,CAMP_DIW_01,P02,860,33% OFF,316,388,271760,333680,61920,22.78481013
21ac82,STHYD-2,CAMP_SAN_01,P06,415,25% OFF,46,34,19090,14110,-4980,-26.08695652
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,6480,5220,-1260,-19.44444444
335090,STMYS-0,CAMP_DIW_01,P15,3000,500 Cashback,262,673,786000,2019000,1233000,156.870229
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,BOGOF,27,70,32130,83300,51170,159.2592593
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,43056,41652,-1404,-3.260869565
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,6710,5885,-825,-12.29508197
d1138a,STTRV-1,CAMP_DIW_01,P12,62,50% OFF,63,84,3906,5208,1302,33.33333333
b6dd84,STVJD-1,CAMP_SAN_01,P01,172,33% OFF,166,225,28552,38700,10148,35.54216867
151c7d,STMLR-1,CAMP_DIW_01,P06,415,25% OFF,49,42,20335,17430,-2905,-14.28571429
240703,STHYD-5,CAMP_SAN_01,P02,860,33% OFF,471,659,405060,566740,161680,39.91507431
8d5095,STCBE-2,CAMP_DIW_01,P15,3000,500 Cashback,234,840,702000,2520000,1818000,258.974359
efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,500 Cashback,486,1273,1458000,3819000,2361000,161.9341564
8ef678,STMYS-3,CAMP_DIW_01,P01,172,33% OFF,311,398,53492,68456,14964,27.97427653
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,BOGOF,75,198,76500,201960,125460,164
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,BOGOF,40,165,12000,49500,37500,312.5
f3d93f,STHYD-4,CAMP_DIW_01,P09,110,50% OFF,73,95,8030,10450,2420,30.1369863
792708,STBLR-5,CAMP_SAN_01,P13,350,BOGOF,115,445,40250,155750,115500,286.9565217
4692bf,STMLR-0,CAMP_SAN_01,P04,370,BOGOF,267,731,98790,270470,171680,173.7827715
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,50% OFF,52,72,3224,4464,1240,38.46153846
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,7095,5720,-1375,-19.37984496
bb447f,STCBE-3,CAMP_SAN_01,P12,62,50% OFF,36,55,2232,3410,1178,52.77777778
fa1dd3,STCHE-3,CAMP_SAN_01,P15,3000,500 Cashback,127,367,381000,1101000,720000,188.976378
837127,STVJD-0,CAMP_DIW_01,P03,156,25% OFF,208,197,32448,30732,-1716,-5.288461538
6aae63,STMYS-2,CAMP_DIW_01,P13,350,BOGOF,63,189,22050,66150,44100,200
a24528,STVSK-2,CAMP_DIW_01,P05,55,25% OFF,70,62,3850,3410,-440,-11.42857143
4ff977,STVSK-4,CAMP_DIW_01,P15,3000,500 Cashback,292,750,876000,2250000,1374000,156.8493151
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,50% OFF,34,38,6460,7220,760,11.76470588
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,BOGOF,40,138,40800,140760,99960,245
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,25% OFF,54,45,4860,4050,-810,-16.66666667
67f756,STHYD-5,CAMP_SAN_01,P13,350,BOGOF,111,441,38850,154350,115500,297.2972973
d6cc80,STCHE-4,CAMP_DIW_01,P07,300,BOGOF,61,236,18300,70800,52500,286.8852459
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,500 Cashback,82,190,246000,570000,324000,131.7073171
7ae5f8,STCHE-7,CAMP_DIW_01,P11,190,50% OFF,87,114,16530,21660,5130,31.03448276
fedf26,STMLR-2,CAMP_SAN_01,P10,50,25% OFF,19,15,950,750,-200,-21.05263158
bfdede,STMYS-2,CAMP_SAN_01,P11,190,50% OFF,61,86,11590,16340,4750,40.98360656
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,36720,128520,91800,250
2706c5,STMYS-2,CAMP_DIW_01,P12,62,50% OFF,77,97,4774,6014,1240,25.97402597
79f662,STVSK-1,CAMP_SAN_01,P09,90,25% OFF,40,28,3600,2520,-1080,-30
3133f3,STCHE-5,CAMP_SAN_01,P09,90,25% OFF,63,53,5670,4770,-900,-15.87301587
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,BOGOF,336,913,67200,182600,115400,171.7261905
77c6d5,STCHE-1,CAMP_DIW_01,P09,110,50% OFF,59,67,6490,7370,880,13.55932203
0d23fe,STVSK-4,CAMP_DIW_01,P09,110,50% OFF,63,86,6930,9460,2530,36.50793651
221da2,STCBE-3,CAMP_SAN_01,P15,3000,500 Cashback,91,211,273000,633000,360000,131.8681319
b1a501,STBLR-0,CAMP_DIW_01,P11,190,50% OFF,80,108,15200,20520,5320,35
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,BOGOF,376,1447,75200,289400,214200,284.8404255
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,25% OFF,54,51,4860,4590,-270,-5.555555556
078a6a,STMDU-0,CAMP_SAN_01,P09,90,25% OFF,57,47,5130,4230,-900,-17.54385965
8dca75,STBLR-5,CAMP_DIW_01,P13,350,BOGOF,71,248,24850,86800,61950,249.2957746
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,BOGOF,483,1907,178710,705590,526880,294.8240166
73ad85,STHYD-5,CAMP_DIW_01,P05,55,25% OFF,106,102,5830,5610,-220,-3.773584906
b98ea0,STCHE-3,CAMP_SAN_01,P11,190,50% OFF,48,69,9120,13110,3990,43.75
4406de,STVSK-1,CAMP_SAN_01,P11,190,50% OFF,28,40,5320,7600,2280,42.85714286
e98f37,STBLR-3,CAMP_DIW_01,P08,1190,BOGOF,43,145,51170,172550,121380,237.2093023
311946,STBLR-5,CAMP_DIW_01,P05,55,25% OFF,119,107,6545,5885,-660,-10.08403361
598637,STCHE-7,CAMP_DIW_01,P09,110,50% OFF,71,90,7810,9900,2090,26.76056338
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,50% OFF,112,165,6944,10230,3286,47.32142857
53089f,STTRV-0,CAMP_DIW_01,P07,300,BOGOF,26,87,7800,26100,18300,234.6153846
82ff02,STMDU-0,CAMP_SAN_01,P10,50,25% OFF,22,18,1100,900,-200,-18.18181818
20618e,STCHE-3,CAMP_SAN_01,P04,370,BOGOF,379,1622,140230,600140,459910,327.9683377
1b6084,STMLR-1,CAMP_DIW_01,P01,172,33% OFF,141,217,24252,37324,13072,53.90070922
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,25% OFF,42,35,3780,3150,-630,-16.66666667
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,BOGOF,130,514,132600,524280,391680,295.3846154
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,BOGOF,73,192,86870,228480,141610,163.0136986
f517b1,STVSK-4,CAMP_SAN_01,P07,300,BOGOF,33,83,9900,24900,15000,151.5151515
f2d468,STTRV-0,CAMP_SAN_01,P03,200,BOGOF,190,741,38000,148200,110200,290
371e1a,STBLR-5,CAMP_DIW_01,P01,172,33% OFF,322,483,55384,83076,27692,50
9bd616,STCHE-0,CAMP_DIW_01,P01,172,33% OFF,330,504,56760,86688,29928,52.72727273
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,33% OFF,367,612,315620,526320,210700,66.75749319
1b0022,STVSK-0,CAMP_SAN_01,P04,370,BOGOF,370,1457,136900,539090,402190,293.7837838
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,57130,50750,-6380,-11.16751269
fad26a,STCHE-3,CAMP_DIW_01,P01,172,33% OFF,369,546,63468,93912,30444,47.96747967
26a18a,STVSK-3,CAMP_SAN_01,P15,3000,500 Cashback,109,192,327000,576000,249000,76.14678899
d3d574,STMLR-2,CAMP_SAN_01,P08,1190,BOGOF,16,63,19040,74970,55930,293.75
0edad5,STTRV-1,CAMP_SAN_01,P13,350,BOGOF,51,205,17850,71750,53900,301.9607843
46ee5a,STCBE-3,CAMP_DIW_01,P04,290,25% OFF,246,214,71340,62060,-9280,-13.00813008
9d3d1f,STCHE-6,CAMP_SAN_01,P15,3000,500 Cashback,147,320,441000,960000,519000,117.6870748
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,BOGOF,432,1736,86400,347200,260800,301.8518519
7d9576,STBLR-7,CAMP_SAN_01,P15,3000,500 Cashback,120,345,360000,1035000,675000,187.5
59f792,STCHE-4,CAMP_DIW_01,P15,3000,500 Cashback,448,1545,1344000,4635000,3291000,244.8660714
86206,STHYD-1,CAMP_SAN_01,P14,1020,BOGOF,102,279,104040,284580,180540,173.5294118
457639,STCHE-4,CAMP_SAN_01,P08,1190,BOGOF,54,222,64260,264180,199920,311.1111111
5f18fc,STVJD-1,CAMP_SAN_01,P10,50,25% OFF,18,13,900,650,-250,-27.77777778
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25% OFF,25,21,1375,1155,-220,-16
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,30450,121100,90650,297.7011494
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,28700,83650,54950,191.4634146
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,4410,4140,-270,-6.12244898
269cec,STBLR-6,CAMP_SAN_01,P02,860,33% OFF,532,813,457520,699180,241660,52.81954887
41dc33,STHYD-1,CAMP_SAN_01,P10,50,25% OFF,36,29,1800,1450,-350,-19.44444444
420258,STVSK-3,CAMP_SAN_01,P14,1020,BOGOF,54,137,55080,139740,84660,153.7037037
005c46,STCBE-2,CAMP_SAN_01,P05,55,25% OFF,18,15,990,825,-165,-16.66666667
642b50,STMYS-1,CAMP_DIW_01,P14,1020,BOGOF,36,145,36720,147900,111180,302.7777778
93118f,STVSK-0,CAMP_SAN_01,P03,200,BOGOF,261,1041,52200,208200,156000,298.8505747
5e0a8c,STBLR-5,CAMP_SAN_01,P12,62,50% OFF,55,77,3410,4774,1364,40
8ba5a1,STBLR-6,CAMP_DIW_01,P09,110,50% OFF,84,131,9240,14410,5170,55.95238095
eb967c,STMYS-1,CAMP_SAN_01,P15,3000,500 Cashback,133,383,399000,1149000,750000,187.9699248
726ac4,STBLR-5,CAMP_SAN_01,P04,370,BOGOF,454,1756,167980,649720,481740,286.784141
f8b6ac,STCHE-4,CAMP_DIW_01,P02,860,33% OFF,400,580,344000,498800,154800,45
a83e09,STMDU-3,CAMP_SAN_01,P07,300,BOGOF,22,88,6600,26400,19800,300
417902,STMDU-0,CAMP_DIW_01,P08,1190,BOGOF,29,116,34510,138040,103530,300
3100ef,STBLR-5,CAMP_SAN_01,P09,90,25% OFF,67,56,6030,5040,-990,-16.41791045
20da13,STBLR-4,CAMP_SAN_01,P07,300,BOGOF,48,185,14400,55500,41100,285.4166667
380a4f,STCHE-1,CAMP_DIW_01,P08,1190,BOGOF,45,137,53550,163030,109480,204.4444444
8c13bb,STBLR-5,CAMP_DIW_01,P08,1190,BOGOF,47,159,55930,189210,133280,238.2978723
d70dcb,STCBE-4,CAMP_SAN_01,P15,3000,500 Cashback,90,146,270000,438000,168000,62.22222222
367337,STCHE-6,CAMP_SAN_01,P09,90,25% OFF,81,60,7290,5400,-1890,-25.92592593
ff3c54,STCHE-3,CAMP_SAN_01,P05,55,25% OFF,24,19,1320,1045,-275,-20.83333333
bae5cb,STVSK-3,CAMP_SAN_01,P11,190,50% OFF,34,39,6460,7410,950,14.70588235
23ef05,STVSK-0,CAMP_DIW_01,P12,62,50% OFF,78,121,4836,7502,2666,55.12820513
49057f,STHYD-0,CAMP_SAN_01,P15,3000,500 Cashback,121,274,363000,822000,459000,126.446281
f3de30,STMLR-1,CAMP_SAN_01,P12,62,50% OFF,31,45,1922,2790,868,45.16129032
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,BOGOF,78,331,79560,337620,258060,324.3589744
75c3a0,STBLR-0,CAMP_DIW_01,P13,350,BOGOF,73,282,25550,98700,73150,286.3013699
5715c0,STVSK-1,CAMP_SAN_01,P12,62,50% OFF,46,66,2852,4092,1240,43.47826087
e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,BOGOF,29,98,34510,116620,82110,237.9310345
ef61c6,STHYD-2,CAMP_SAN_01,P07,300,BOGOF,48,188,14400,56400,42000,291.6666667
0eb526,STMLR-0,CAMP_DIW_01,P07,300,BOGOF,38,113,11400,33900,22500,197.3684211
eb8939,STBLR-9,CAMP_DIW_01,P06,415,25% OFF,91,89,37765,36935,-830,-2.197802198
316cd1,STMYS-2,CAMP_SAN_01,P07,300,BOGOF,45,122,13500,36600,23100,171.1111111
5a94d6,STVSK-0,CAMP_DIW_01,P06,415,25% OFF,64,58,26560,24070,-2490,-9.375
ff8f10,STMDU-0,CAMP_SAN_01,P11,190,50% OFF,34,47,6460,8930,2470,38.23529412
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,36105,34030,-2075,-5.747126437
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,30940,108290,77350,250
252235,STHYD-4,CAMP_DIW_01,P07,300,BOGOF,64,223,19200,66900,47700,248.4375
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,84800,225400,140600,165.8018868
73c8f5,STVSK-3,CAMP_DIW_01,P01,172,33% OFF,229,293,39388,50396,11008,27.94759825
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,441000,1155000,714000,161.9047619
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,75600,291800,216200,285.978836
6c43b6,STMLR-1,CAMP_DIW_01,P07,300,BOGOF,29,97,8700,29100,20400,234.4827586
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,112110,433640,321530,286.7986799
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,61190,58580,-2610,-4.265402844
95f061,STMYS-3,CAMP_SAN_01,P15,3000,500 Cashback,160,443,480000,1329000,849000,176.875
693b77,STMLR-0,CAMP_DIW_01,P12,62,50% OFF,70,88,4340,5456,1116,25.71428571
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,59500,185640,126140,212
01b425,STMYS-3,CAMP_DIW_01,P09,110,50% OFF,68,76,7480,8360,880,11.76470588
d3d442,STBLR-5,CAMP_SAN_01,P15,3000,500 Cashback,166,396,498000,1188000,690000,138.5542169
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,24485,23240,-1245,-5.084745763
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,6570,5400,-1170,-17.80821918
cf0ccd,STVSK-1,CAMP_DIW_01,P08,1190,BOGOF,35,117,41650,139230,97580,234.2857143
d7798b,STMYS-2,CAMP_SAN_01,P02,860,33% OFF,484,677,416240,582220,165980,39.87603306
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,189810,764790,574980,302.9239766
65f085,STCHE-4,CAMP_SAN_01,P12,62,50% OFF,60,87,3720,5394,1674,45
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,23655,20335,-3320,-14.03508772
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,3965,4615,650,16.39344262
d04c7f,STBLR-9,CAMP_SAN_01,P07,300,BOGOF,40,159,12000,47700,35700,297.5
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,149110,587190,438080,293.7965261
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,64260,279650,215390,335.1851852
b6233e,STMLR-2,CAMP_DIW_01,P01,172,33% OFF,175,222,30100,38184,8084,26.85714286
4b411a,STVJD-0,CAMP_DIW_01,P15,3000,500 Cashback,218,673,654000,2019000,1365000,208.7155963
dd9914,STVSK-1,CAMP_DIW_01,P10,65,50% OFF,98,132,6370,8580,2210,34.69387755
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,313900,529760,215860,68.76712329
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,31620,110160,78540,248.3870968
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,1002000,3066000,2064000,205.988024
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,67860,59450,-8410,-12.39316239
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,76400,319200,242800,317.8010471
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,64428,58500,-5928,-9.200968523
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,43836,35880,-7956,-18.14946619
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,1650,1375,-275,-16.66666667
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,452360,687140,234780,51.90114068
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,29400,102550,73150,248.8095238
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,42350,175000,132650,313.2231405
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,98050,249010,150960,153.9622642
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,179820,699300,519480,288.8888889
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,50% OFF,27,38,1674,2356,682,40.74074074
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,51170,197540,146370,286.0465116
2eb400,STBLR-5,CAMP_SAN_01,P07,300,BOGOF,52,207,15600,62100,46500,298.0769231
cd3392,STCHE-6,CAMP_SAN_01,P07,300,BOGOF,31,123,9300,36900,27600,296.7741935
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,77400,339000,261600,337.9844961
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,43860,146880,103020,234.8837209
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,9570,12650,3080,32.18390805
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,53040,179520,126480,238.4615385
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,57120,153510,96390,168.75
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,36600,142000,105400,287.9781421
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,2604,2976,372,14.28571429
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,19200,76200,57000,296.875
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,57964,83420,25456,43.91691395
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,38760,116280,77520,200
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,5490,4500,-990,-18.03278689
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,76160,259420,183260,240.625
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,8030,10450,2420,30.1369863
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,1254000,3246000,1992000,158.8516746
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,432000,1122000,690000,159.7222222
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,3968,5704,1736,43.75
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,166840,233060,66220,39.69072165
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,21350,62300,40950,191.8032787
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,7475,9815,2340,31.30434783
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,164280,415510,251230,152.9279279
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,62712,55068,-7644,-12.18905473
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,15580,20330,4750,30.48780488
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,5320,7410,2090,39.28571429
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,2232,2604,372,16.66666667
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,6270,7980,1710,27.27272727
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,430860,602860,172000,39.92015968
415f7e,STVSK-2,CAMP_SAN_01,P07,300,BOGOF,24,93,7200,27900,20700,287.5
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,5555,4895,-660,-11.88118812
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,152810,407740,254930,166.8280872
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,387860,527180,139320,35.92017738
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,4400,3850,-550,-12.5
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,34300,130200,95900,279.5918367
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,34510,119000,84490,244.8275862
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,131350,557960,426610,324.7887324
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,4750,6650,1900,40
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,14110,11620,-2490,-17.64705882
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,7470,5810,-1660,-22.22222222
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,20300,51800,31500,155.1724138
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,29050,26145,-2905,-10
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,8550,13870,5320,62.22222222
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,4620,6050,1430,30.95238095
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,71600,282000,210400,293.8547486
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,3224,4650,1426,44.23076923
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,12540,19380,6840,54.54545455
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,1400,1050,-350,-25
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,387000,545240,158240,40.88888889
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,5330,7930,2600,48.7804878
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,339700,611460,271760,80
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,366000,1026000,660000,180.3278689
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,7735,10010,2275,29.41176471
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,7378,8556,1178,15.96638655
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,32900,129850,96950,294.6808511
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,948000,2577000,1629000,171.835443
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,14100,47100,33000,234.0425532
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,13695,11205,-2490,-18.18181818
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,41085,36105,-4980,-12.12121212
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,800,650,-150,-18.75
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,8550,13680,5130,60
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,107100,415140,308040,287.6190476
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,350880,543520,192640,54.90196078
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,32130,127330,95200,296.2962963
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,52104,40560,-11544,-22.15568862
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,135790,526510,390720,287.7384196
